GlobalID,TableName,ColumnName,Version,Domain,FilePath
000415,RefAssessmentTypeChildrenWithDisabilities,,10,Common,
000417,AssessmentPerformanceLevel,ScoreMetric,10,Assessment,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Assessment\Views\AssessmentPerformanceLevelView.cs
000418,AssessmentPerformanceLevel,LowerCutScore,10,Assessment,
000419,AssessmentPerformanceLevel,UpperCutScore,10,Assessment,
000421,Rubric,Title,10,Assessment,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Assessment\Views\RubricView.cs
000422,Rubric,Identifier,10,Assessment,
000423,Rubric,UrlReference,10,Assessment,
000424,K12Sea,RefStateANSICodeId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12SeaView.cs
000424,RefStateANSICode,,10,K12,
000425,PersonRelationship,RefPersonRelationshipTypeId,10,Common,
000425,RefPersonRelationshipType,,10,Common,
000426,PersonBirthplace,City,10,Common,
000427,PersonBirthplace,RefStateId,10,Common,
000428,PersonDetail,BirthdateVerification,10,Common,
000428,ProgramParticipationMigrant,BirthdateVerification,10,Common,
000429,ProgramParticipationMigrant,RefContinuationOfServicesReasonId,10,Common,
000429,RefContinuationOfServices,,10,Common,
000430,ProgramParticipationMigrant,MepEligibilityExpirationDate,10,Common,
000431,PersonHealthBirth,MultipleBirthIndicator,10,Common,
000432,ProgramParticipationMigrant,MigrantStudentQualifyingArrivalDate,10,Common,
000433,ProgramParticipationMigrant,QualifyingMoveFromCity,10,Common,
000434,ProgramParticipationMigrant,RefQualifyingMoveFromCountryId,10,Common,
000434,RefCountry,,10,Common,
000435,ProgramParticipationMigrant,RefQualifyingMoveFromStateId,10,Common,
000435,RefState,,10,Common,
000436,ProgramParticipationMigrant,DesignatedGraduationSchoolId,10,Common,
000437,ProgramParticipationMigrant,RefMepEnrollmentTypeId,10,Common,
000437,RefMepEnrollmentType,,10,Common,
000438,ProgramParticipationMigrant,ImmunizationRecordFlag,10,Common,
000439,PersonHealth,RefMedicalAlertIndicatorId,10,Common,
000439,RefMedicalAlertIndicator,,10,Common,
000440,ProgramParticipationMigrant,RefMepProjectBasedId,10,Common,
000440,RefMepProjectBased,,10,Common,
000442,OrganizationFederalAccountability,AypAppealProcessDesignation,10,Common,
000443,OrganizationFederalAccountability,AypAppealChangedDesignation,10,Common,
000444,OrganizationFederalAccountability,AypAppealProcessDate,10,Common,
000445,K12SeaFederalFunds,StateTransferabilityOfFunds,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12SeaFederalFundsView.cs
000446,K12LeaFederalFunds,LeaTransferabilityOfFunds,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12LeaFederalFundsView.cs
000447,K12TitleIIILanguageInstruction,RefTitleIIILanguageInstructionProgramTypeId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12TitleIIILanguageInstructionView.cs
000447,ProgramParticipationTitleIIILep,RefTitleIIILanguageInstructionProgramTypeId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\ProgramParticipationTitleIIILepView.cs
000447,RefTitleIIILanguageInstructionProgramType,,10,Common,
000448,Course,RefInstructionLanguageId,10,Common,
000448,CourseSection,RefInstructionLanguageId,10,Common,
000449,K12LeaFederalReporting,RefBarrierToEducatingHomelessId,10,K12,
000449,RefBarrierToEducatingHomeless,,10,K12,
000451,K12LeaFederalFunds,RefLeaFundsTransferTypeId,10,K12,
000451,RefLeaFundsTransferType,,10,K12,
000452,K12LeaFederalFunds,FundsTransferAmount,10,K12,
000453,K12LeaFederalReporting,StateAssessStandardsFunding,10,K12,
000454,K12LeaFederalReporting,StateAssessmentAdminFunding,10,K12,
000455,K12SeaFederalFunds,DateStateReceivedTitleIIIAllocation,10,K12,
000456,K12SeaFederalFunds,DateTitleIIIFundsAvailableToSubgrantees,10,K12,
000457,K12SeaFederalFunds,NumberOfDaysForTitleIIISubgrants,10,K12,
000461,K12LeaFederalFunds,InnovativeDollarsSpent,10,K12,
000462,K12LeaFederalFunds,InnovativeDollarsSpentOnStrategicPriorities,10,K12,
000463,K12ProgramOrService,RefMepProjectTypeId,10,K12,
000463,RefMepProjectType,,10,K12,
000464,K12LeaFederalFunds,InnovativeProgramsFundsReceived,10,K12,
000466,K12StudentLiteracyAssessment,RefLiteracyAssessmentId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12StudentLiteracyAssessmentView.cs
000466,RefLiteracyAssessment,,10,K12,
000467,K12StudentLiteracyAssessment,LiteracyGoalMetStatus,10,K12,
000468,K12StudentLiteracyAssessment,LiteracyPostTestStatus,10,K12,
000469,K12StudentLiteracyAssessment,LiteracyPreTestStatus,10,K12,
000470,K12LeaFederalFunds,NumberOfImmigrantProgramSubgrants,10,K12,
000471,K12LeaSafeDrugFree,IndicatorName,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12LeaSafeDrugFreeView.cs
000472,K12LeaSafeDrugFree,Instrument,10,K12,
000473,K12LeaSafeDrugFree,CollectionFrequency,10,K12,
000474,K12LeaSafeDrugFree,MostRecentCollection,10,K12,
000475,K12LeaSafeDrugFree,Target,10,K12,
000476,K12LeaSafeDrugFree,Performance,10,K12,
000477,K12LeaSafeDrugFree,Baseline,10,K12,
000478,K12LeaSafeDrugFree,BaselineYear,10,K12,
000479,K12LeaFederalFunds,SchoolImprovementReservedPercent,10,K12,
000480,K12LeaFederalFunds,SchoolImprovementAllocation,10,K12,
000481,K12SchoolImprovement,SchoolImprovementExitDate,10,K12,
000482,K12LeaFederalReporting,TerminatedTitleIIIProgramFailure,10,K12,
000484,ProgramParticipationNeglected,ObtainedEmployment,10,Common,
000485,K12ProgramOrService,ProgramInMultiplePurposeFacility,10,K12,
000486,K12LeaFederalFunds,RefRlisProgramUseId,10,K12,
000486,RefRlisProgramUse,,10,K12,
000487,K12LeaTitleIIIProfessionalDevelopment,RefTitleIIIProfessionalDevelopmentTypeId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12LeaTitleIIIProfessionalDevelopmentView.cs
000487,RefTitleIIIProfessionalDevelopmentType,,10,K12,
000488,K12StudentDiscipline,RefDisciplinaryActionTakenId,10,K12,
000488,RefDisciplinaryActionTaken,,10,K12,
000490,K12ProgramOrService,RefPrekindergartenDailyLengthId,10,K12,
000490,RefProgramDayLength,,10,Reference,
000491,K12ProgramOrService,RefKindergartenDailyLengthId,10,K12,
000491,RefProgramDayLength,,10,Reference,
000494,OrganizationCalendar,CalendarCode,10,Common,
000495,OrganizationCalendar,CalendarDescription,10,Common,
000496,OrganizationCalendarSession,DaysInSession,10,Common,
000497,OrganizationCalendarSession,FirstInstructionDate,10,Common,
000498,OrganizationCalendarSession,LastInstructionDate,10,Common,
000499,Course,InstructionalMinutes,10,Common,
000499,OrganizationCalendarSession,InstructionalMinutes,10,Common,
000500,OrganizationCalendarSession,MinutesPerDay,10,Common,
000501,Incident,IncidentIdentifier,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\IncidentView.cs
000502,Incident,IncidentDate,10,Common,
000503,Incident,IncidentTime,10,Common,
000504,Facility,Identifier,10,Facilities,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Facilities\Views\FacilityView.cs
000505,Incident,IncidentCost,10,Common,
000506,Incident,RefIncidentReporterTypeId,10,Common,
000506,RefIncidentReporterType,,10,Common,
000507,Incident,IncidentReporterId,10,Common,
000508,Incident,IncidentDescription,10,Common,
000509,Incident,RefIncidentBehaviorId,10,Common,
000509,RefIncidentBehavior,,10,Common,
000510,Incident,RefIncidentInjuryTypeId,10,Common,
000510,RefIncidentInjuryType,,10,Common,
000511,K12StudentDiscipline,DurationOfDisciplinaryAction,10,K12,
000512,K12StudentDiscipline,RelatedToZeroTolerancePolicy,10,K12,
000513,K12StudentDiscipline,FullYearExpulsion,10,K12,
000514,K12StudentDiscipline,ShortenedExpulsion,10,K12,
000515,Incident,RefIncidentTimeDescriptionCodeId,10,Common,
000515,RefIncidentTimeDescriptionCode,,10,Common,
000364,Classroom,ClassroomIdentifier,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\ClassroomView.cs
000364,CourseSectionLocation,ClassroomId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\CourseSectionLocationView.cs
000364,OrganizationIdentifier,Identifier,10,Common,
000517,Course,Description,10,Common,
000518,CteCourse,CoreAcademicCourse,10,CareerandTechnical,
000518,K12Course,CoreAcademicCourse,10,K12,
000519,CourseSectionSchedule,ClassBeginningTime,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\CourseSectionScheduleView.cs
000520,CourseSectionSchedule,ClassEndingTime,10,Common,
000521,CourseSectionSchedule,ClassMeetingDays,10,Common,
000522,CourseSectionSchedule,ClassPeriod,10,Common,
000523,CourseSectionSchedule,TimeDayIdentifier,10,Common,
000524,CourseSectionLocation,RefInstructionLocationTypeId,10,Common,
000524,RefInstructionLocationType,,10,Common,
000525,K12StaffAssignment,PrimaryAssignment,10,K12,
000526,OrganizationPersonRole,EntryDate,10,Common,
000527,OrganizationPersonRole,ExitDate,10,Common,
000528,K12StaffAssignment,ItinerantTeacher,10,K12,
000529,K12StudentEnrollment,FirstEntryDateIntoUSSchool,10,K12,
000530,K12StudentEnrollment,RefPromotionReasonId,10,K12,
000530,RefPromotionReason,,10,K12,
000531,K12StudentEnrollment,RefNonPromotionReasonId,10,K12,
000531,RefNonPromotionReason,,10,K12,
000532,K12StudentEnrollment,RefPublicSchoolResidence,10,K12,
000532,RefPublicSchoolResidence,,10,K12,
000533,OrganizationOperationalStatus,RefOperationalStatusId,10,Common,
000533,RefOperationalStatus,,10,Common,
000534,OrganizationOperationalStatus,OperationalStatusEffectiveDate,10,Common,
000535,ProgramParticipationSpecialEducation,RefIDEAEducationalEnvironmentSchoolAgeId,10,Common,
000535,RefIDEAEducationalEnvironmentSchoolAge,,10,Common,
000536,ProgramParticipationTitleIIILep,RefTitleIIIAccountabilityId,10,Common,
000536,RefTitleIIIAccountability,,10,Common,
000537,K12Lea,RefLeaTypeId,10,K12,
000537,RefLeaType,,10,K12,
000538,K12StudentDiscipline,RefDisciplineMethodOfCwdId,10,K12,
000538,RefDisciplineMethodOfCwd,,10,K12,
000539,K12StudentDiscipline,RefIdeaInterimRemovalReasonId,10,K12,
000539,RefIDEAInterimRemovalReason,,10,Reference,
000540,AssessmentRegistration,RefAssessmentReasonNotCompletingId,10,Assessment,
000540,RefAssessmentReasonNotCompleting,,10,Assessment,
000541,K12StudentDiscipline,RefIdeaInterimRemovalId,10,K12,
000541,RefIDEAInterimRemoval,,10,Reference,
000542,K12SchoolStatus,ConsolidatedMepFundsStatus,10,K12,
000543,K12StaffEmployment,MepPersonnelIndicator,10,K12,
000544,OrganizationFederalAccountability,AmaoProficiencyAttainmentLepStudents,10,Common,
000544,RefAmaoAttainmentStatus,,10,Reference,
000545,K12StudentDiscipline,RefDisciplineReasonId,10,K12,
000545,RefDisciplineReason,,10,K12,
000546,StaffCredential,TechnologySkillsStandardsMet,10,Common,
000547,K12SeaFederalFundAllocation,FederalProgramCode,10,K12,
000548,K12LeaFederalFunds,RefFederalProgramFundingAllocationTypeId,10,K12,
000548,K12SeaFederalFundAllocation,RefFederalProgramFundingAllocationTypeId,10,K12,
000548,RefFederalProgramFundingAllocationType,,10,K12,
000549,K12LeaFederalFunds,FederalProgramsFundingAllocation,10,K12,
000549,K12SeaFederalFundAllocation,FederalProgramsFundingAllocation,10,K12,
000550,PersonProgramParticipation,RefParticipationTypeId,10,Common,
000550,RefParticipationType,,10,Common,
000551,PersonProgramParticipation,RefParticipationTypeId,10,Common,
000551,RefParticipationType,,10,Common,
000552,K12StaffEmployment,TitleITargetedAssistanceStaffFunded,10,K12,
000553,OrganizationFederalAccountability,RefProficiencyTargetStatusRLAId,10,Common,
000553,RefProficiencyTargetAyp,,10,Reference,
000554,OrganizationFederalAccountability,AmaoProgressAttainmentLepStudents,10,Common,
000554,RefAmaoAttainmentStatus,,10,Reference,
000555,K12StudentDiscipline,RefDisciplineMethodFirearmsId,10,K12,
000555,RefDisciplineMethodFirearms,,10,Common,
000556,K12StudentDiscipline,RefIDEADisciplineMethodFirearmId,10,K12,
000556,RefIDEADisciplineMethodFirearm,,10,K12,
000557,Incident,RefFirearmTypeId,10,Common,
000557,RefFirearmType,,10,Common,
000558,K12StaffAssignment,RefSpecialEducationStaffCategoryId,10,K12,
000558,RefSpecialEducationStaffCategory,,10,Common,
000558,ServiceStaff,RefSpecialEducationStaffCategoryId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\ServiceStaffView.cs
000559,ELEnrollment,RefIDEAEnvironmentELId,10,EarlyLearning,
000559,ProgramParticipationSpecialEducation,RefIDEAEducationalEnvironmentECId,10,Common,
000559,RefIDEAEducationalEnvironmentEC,,10,Common,
000559,RefIDEAEnvironmentEL,,10,EarlyLearning,
000560,K12LeaFederalFunds,RefReapAlternativeFundingStatusId,10,K12,
000560,RefReapAlternativeFundingStatus,,10,K12,
000561,K12StudentAcademicRecord,RefProgressLevelId,10,K12,
000561,K12StudentCourseSection,RefProgressLevelId,10,K12,
000561,RefProgressLevel,,10,K12,
000562,ProgramParticipationMigrant,PrioritizedForServices,10,Common,
000563,ProgramParticipationMigrant,ContinuationOfServicesStatus,10,Common,
000564,K12StaffAssignment,RefSpecialEducationAgeGroupTaughtId,10,K12,
000564,RefSpecialEducationAgeGroupTaught,,10,K12,
000565,PersonProgramParticipation,RefParticipationTypeId,10,Common,
000565,RefParticipationType,,10,Common,
000566,K12StudentAcademicRecord,RefTechnologyLiteracyStatusId,10,K12,
000566,RefTechnologyLiteracyStatus,,10,K12,
000567,K12LeaFederalFunds,SesFundsSpent,10,K12,
000568,K12LeaFederalFunds,PublicSchoolChoiceFundsSpent,10,K12,
000569,PersonStatus,RefPersonStatusTypeId,10,Common,
000569,RefPersonStatusType,,10,Common,
000571,K12StudentAcademicRecord,RefPreAndPostTestIndicatorId,10,K12,
000571,K12StudentCourseSection,RefPreAndPostTestIndicatorId,10,K12,
000571,RefPreAndPostTestIndicator,,10,K12,
000572,AssessmentResult,RefAssessmentPretestOutcomeId,10,Assessment,
000572,RefAssessmentPretestOutcome,,10,Assessment,
000573,AssessmentItemResponse,RefProficiencyStatusId,10,Assessment,
000573,RefProficiencyStatus,,10,Assessment,
000574,K12LeaFederalFunds,SesSchoolChoice20PercentObligation,10,K12,
000575,K12LeaFederalFunds,SesPerPupilExpenditure,10,K12,
000577,PersonDisability,DisabilityStatus,10,Common,
000578,K12StudentDiscipline,EducationalServicesAfterRemoval,10,K12,
000579,OrganizationFederalAccountability,AmaoAypProgressAttainmentLepStudents,10,Common,
000579,RefAmaoAttainmentStatus,,10,Reference,
000580,PersonStatus,RefPersonStatusTypeId,10,Common,
000580,ProgramParticipationCte,SingleParentOrSinglePregnantWoman,10,CareerandTechnical,
000580,RefPersonStatusType,,10,Common,
000581,PersonStatus,RefPersonStatusTypeId,10,Common,
000581,RefPersonStatusType,,10,Common,
000584,K12StudentCohort,CohortGraduationYear,10,K12,
000584,PsStudentCohort,CohortGraduationYear,10,Postsecondary,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Postsecondary\Views\PsStudentCohortView.cs
000585,K12School,RefStatePovertyDesignationId,10,K12,
000585,RefStatePovertyDesignation,,10,K12,
000586,K12StudentAcademicRecord,RefPsEnrollmentActionId,10,K12,
000586,RefPsEnrollmentAction,,10,K12,
000587,K12SchoolStatus,RefInternetAccessId,10,K12,
000587,RefInternetAccess,,10,Common,
000588,ProgramParticipationCte,RefNonTraditionalGenderStatusId,10,CareerandTechnical,
000588,RefCteNonTraditionalGenderStatus,,10,Reference,
000588,RefNonTraditionalGenderStatus,,10,CareerandTechnical,
000589,RefStaffPerformanceLevel,,10,Common,
000589,StaffEvaluation,RefStaffPerformanceLevelId,10,Common,
000590,OrganizationPersonRole,EntryDate,10,Common,
000591,OrganizationPersonRole,ExitDate,10,Common,
000592,ProgramParticipationCte,CteParticipant,10,CareerandTechnical,
000593,ProgramParticipationCte,CteNonTraditionalCompletion,10,CareerandTechnical,
000594,K12OrganizationStudentResponsibility,RefK12ResponsibilityTypeId,10,K12,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.K12\Views\K12OrganizationStudentResponsibilityView.cs
000594,RefK12ResponsibilityType,,10,K12,
000595,K12OrganizationStudentResponsibility,RefK12ResponsibilityTypeId,10,K12,
000595,RefK12ResponsibilityType,,10,K12,
000596,CourseSection,RefAdditionalCreditTypeId,10,Common,
000596,CteCourse,RefAdditionalCreditTypeId,10,CareerandTechnical,
000596,K12Course,RefAdditionalCreditTypeId,10,K12,
000596,K12StudentCourseSection,RefAdditionalCreditTypeId,10,K12,
000596,RefAdditionalCreditType,,10,Common,
000597,AssessmentParticipantSession,LocationId,10,Assessment,
000597,AssessmentSession,Location,10,Assessment,
000598,OrganizationCalendarDay,AlternateDayName,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\OrganizationCalendarDayView.cs
000599,RefAbsentAttendanceCategory,,10,Common,
000599,RoleAttendanceEvent,RefAbsentAttendanceCategoryId,10,Common,
000600,RefPresentAttendanceCategory,,10,Common,
000600,RoleAttendanceEvent,RefPresentAttendanceCategoryId,10,Common,
000601,RefAttendanceEventType,,10,Common,
000601,RoleAttendanceEvent,RefAttendanceEventTypeId,10,Common,
000602,Facility,BuildingSiteNumber,10,Facilities,
000602,LocationAddress,BuildingSiteNumber,10,Common,
000603,OrganizationCalendarEvent,RefCalendarEventType,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\OrganizationCalendarEventView.cs
000603,RefCalendarEventType,,10,Common,
000605,AssessmentSubtest,RefContentStandardTypeId,10,Assessment,
000605,RefContentStandardType,,10,Assessment,
000606,LocationAddress,Latitude,10,Common,
000606,PersonAddress,Latitude,10,Common,
000607,LocationAddress,Longitude,10,Common,
000607,PersonAddress,Longitude,10,Common,
000609,K12StudentDiscipline,RefDisciplineLengthDifferenceReasonId,10,K12,
000609,RefDisciplineLengthDifferenceReason,,10,K12,
000610,K12StudentEnrollment,DisplacedStudentStatus,10,K12,
000610,PSStudentEnrollment,DisplacedStudentStatus,10,Postsecondary,
000611,OrganizationCalendarCrisis,Code,10,Common,
000612,OrganizationCalendarCrisis,Name,10,Common,
000613,OrganizationCalendarCrisis,Type,10,Common,
000614,OrganizationCalendarCrisis,StartDate,10,Common,
000616,K12StudentCourseSection,GradeValueQualifier,10,K12,
000616,K12StudentCourseSectionMark,GradeValueQualifier,10,K12,
000617,Incident,RefIncidentLocationId,10,Common,
000617,RefIncidentLocation,,10,Common,
000618,PersonAddress,RefPersonalInformationVerificationId,10,Common,
000618,PersonIdentifier,RefPersonalInformationVerificationId,10,Common,
000618,PersonPersonalInformationVerification,RefPersonalInformationVerificationId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\PersonPersonalInformationVerificationView.cs
000618,RefPersonalInformationVerification,,10,Common,
000620,RefEmploymentSeparationReason,,10,Common,
000620,StaffEmployment,RefEmploymentSeparationReasonId,10,Common,
000621,RefEmploymentSeparationType,,10,Common,
000621,StaffEmployment,RefEmploymentSeparationTypeId,10,Common,
000622,K12StaffAssignment,RefClassroomPositionTypeId,10,K12,
000622,RefClassroomPositionType,,10,K12,
000624,RefLeaveEventType,,10,Common,
000624,RoleAttendanceEvent,RefLeaveEventTypeId,10,Common,
000625,OrganizationIdentifier,Identifier,10,Common,
000625,OrganizationIdentifier,RefOrganizationIdentifierTypeId,10,Common,
000625,RefOrganizationIdentificationSystem,,10,Common,
000626,OrganizationDetail,Name,10,Common,
000627,Incident,RefIncidentBehaviorSecondaryId,10,Common,
000627,RefIncidentBehaviorSecondary,,10,Common,
000630,AssessmentItem,Identifier,10,Assessment,
000632,Facility,BuildingName,10,Facilities,
000633,ELClassSectionService,YoungestAgeServed,10,EarlyLearning,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.EarlyLearning\Views\ELClassSectionServiceView.cs
000633,OrganizationPopulationServed,YoungestAgeServed,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\OrganizationPopulationServedView.cs
000634,PersonOtherName,RefOtherNameTypeId,10,Common,
000634,RefOtherNameType,,10,Common,
000635,ProgramParticipationNeglected,AchievementIndicator,10,Common,
000636,ProgramParticipationNeglected,OutcomeIndicator,10,Common,
000637,K12OrganizationStudentResponsibility,RefK12ResponsibilityTypeId,10,K12,
000637,RefK12ResponsibilityType,,10,K12,
000638,K12OrganizationStudentResponsibility,RefK12ResponsibilityTypeId,10,K12,
000638,RefK12ResponsibilityType,,10,K12,
001066,OrganizationLocation,RefOrganizationLocationTypeId,10,Common,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Common\Views\OrganizationLocationView.cs
001066,RefOrganizationLocationType,,10,Common,
000645,OrganizationPersonRole,EntryDate,10,Common,
000646,OrganizationPersonRole,ExitDate,10,Common,
000647,K12StaffAssignment,TeacherOfRecord,10,K12,
000648,K12StaffAssignment,RefTeachingAssignmentRoleId,10,K12,
000648,RefTeachingAssignmentRole,,10,K12,
000649,K12StaffAssignment,ContributionPercentage,10,K12,
000650,K12StudentCourseSection,RefCourseSectionEntryTypeId,10,K12,
000650,RefCourseSectionEntryType,,10,K12,
000651,K12StudentCourseSection,ExitWithdrawalDate,10,K12,
000652,K12StudentCourseSection,RefCourseSectionExitTypeId,10,K12,
000652,RefCourseSectionExitType,,10,K12,
000016,RefRace,,10,Reference,
000020,RefRace,,10,Reference,
000034,RefRace,,10,Reference,
000192,RefRace,,10,Reference,
000301,RefRace,,10,Reference,
000653,K12LeaFederalReporting,InterscholasticSportsMaleOnly,10,K12,
000654,K12LeaFederalReporting,InterscholasticSportsFemaleOnly,10,K12,
000655,K12LeaFederalReporting,InterscholasticTeamsMaleOnly,10,K12,
000656,K12LeaFederalReporting,InterscholasticTeamsFemaleOnly,10,K12,
000657,K12LeaFederalReporting,InterscholasticSportParticipantsMale,10,K12,
000658,K12LeaFederalReporting,InterscholasticSportParticipantsFemale,10,K12,
000689,CompetencyDefinition,Identifier,10,Competencies,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Competencies\Views\CompetencyDefinitionView.cs
000690,CompetencyDefinition,Statement,10,Competencies,
000691,CompetencyDefinition,Type,10,Competencies,
000692,CompetencyDefinition,Code,10,Competencies,
000693,CompetencyFramework,URI,10,Competencies,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Competencies\Views\CompetencyFrameworkView.cs
000694,CompetencyFramework,Title,10,Competencies,
000695,CompetencyFramework,Version,10,Competencies,
000696,CompetencyFramework,Creator,10,Competencies,
000697,CompetencyFramework,Description,10,Competencies,
000698,CompetencyFramework,RefCompetencyFrameworkPublicationStatusId,10,Competencies,
000698,RefCompetencyFrameworkPublicationStatus,,10,Competencies,
000699,CompetencyFramework,Jurisdiction,10,Competencies,
000700,CompetencyFramework,ValidStartDate,10,Competencies,
000701,CompetencyFramework,ValidEndDate,10,Competencies,
000702,CompetencyFramework,Subject,10,Competencies,
000703,PersonHealth,VisionScreeningDate,10,Common,
000705,PersonHealth,HearingScreeningDate,10,Common,
000706,PersonHealth,DentalScreeningDate,10,Common,
000707,AssessmentItem,MaximumScore,10,Assessment,
000708,AssessmentItem,MinimumScore,10,Assessment,
000709,AssessmentItemCharacteristic,Value,10,Assessment,
000710,K12School,RefCharterSchoolTypeId,10,K12,
000710,RefCharterSchoolType,,10,K12,
000711,K12StudentCohort,CohortDescription,10,K12,
000712,CteCourse,RefCurriculumFrameworkTypeId,10,CareerandTechnical,
000712,K12Course,RefCurriculumFrameworkTypeId,10,K12,
000712,RefCurriculumFrameworkType,,10,Common,
000713,K12StudentAcademicRecord,RefHighSchoolDiplomaDistinctionTypeId,10,K12,
000713,RefHighSchoolDiplomaDistinctionType,,10,K12,
000714,PersonProgramParticipation,RefParticipationTypeId,10,Common,
000714,RefParticipationType,,10,Common,
000715,CompetencyDefAssociation,AssociatedEntityId,10,Competencies,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Competencies\Views\CompetencyDefAssociationView.cs
000716,RefProgramSponsorType,,10,Common,
000716,StaffCredential,RefProgramSponsorTypeId,10,Common,
000717,AssessmentPerformanceLevel,Identifier,10,Assessment,
000718,AssessmentPerformanceLevel,Label,10,Assessment,
000719,AssessmentSubtest,Rules,10,Assessment,
000722,PersonAddress,RefPersonLocationTypeId,10,Common,
000722,RefPersonLocationType,,10,Common,
000724,AssessmentItemResponse,ScoreValue,10,Assessment,
000725,CompetencyDefEducationLevel,RefEducationLevelId,10,Competencies,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Competencies\Views\CompetencyDefEducationLevelView.cs
000725,RefEducationLevel,,10,Common,
000726,PsStudentAcademicRecord,AcademicYearDesignator,10,Postsecondary,
000727,OrganizationCalendarSession,RefAcademicTermDesignatorId,10,Common,
000727,PsStudentAcademicRecord,RefAcademicTermDesignatorId,10,Postsecondary,
000727,RefAcademicTermDesignator,,10,Common,
000728,PsStudentEnrollment,RefDistanceEducationCourseEnrollmentId,10,Postsecondary,
000728,RefDistanceEducationCourseEnrollment,,10,Postsecondary,
000729,PsInstitution,RefPredominantCalendarSystemId,10,Postsecondary,
000729,RefPredominantCalendarSystem,,10,Postsecondary,
000730,StaffEmployment,StandardOccupationalClassification,10,Common,
000731,PsStaffEmployment,RefIpedsOccupationalCategoryId,10,Postsecondary,C:\Users\drcarver\Desktop\codegen\Autobahn\Code\Generated\\Autobahn.Postsecondary\Views\PsStaffEmploymentView.cs
000731,RefIpedsOccupationalCategory,,10,Postsecondary,
000732,PsStaffEmployment,InstructionalStaffStatus,10,Postsecondary,
000733,PsStaffEmployment,MedicalSchoolStaffStatus,10,Postsecondary,
000734,PsStaffEmployment,FacultyStatus,10,Postsecondary,
000735,PsStaffEmployment,RefInstructionalStaffContractLengthId,10,Postsecondary,
000735,RefInstructionalStaffContractLength,,10,Postsecondary,
000736,PsStaffEmployment,RefFullTimeStatusId,10,Postsecondary,
000736,RefFullTimeStatus,,10,Postsecondary,
000737,PsStaffEmployment,RefEmploymentContractTypeId,10,Postsecondary,
000737,RefEmploymentContractType,,10,Postsecondary,
000738,PsInstitution,RefTenureSystemId,10,Postsecondary,
000738,RefTenureSystem,,10,Postsecondary,
000739,PsStaffEmployment,RefInstructionalStaffFacultyTenureId,10,Postsecondary,
000739,RefInstructionalStaffFacultyTenure,,10,Postsecondary,
000740,PsStaffEmployment,RefAcademicRankId,10,Postsecondary,
000740,RefAcademicRank,,10,Postsecondary,
000741,PsStaffEmployment,RefInstructionCreditTypeId,10,Postsecondary,
000741,RefInstructionCreditType,,10,Postsecondary,
000742,PsStaffEmployment,GraduateAssistantStatus,10,Postsecondary,
000743,PsStaffEmployment,RefGraduateAssistantIpedsCategoryId,10,Postsecondary,
